MP_Name,Is_Former_Member,Constituency,State,Lok_Sabha,Entitlement,Released,AmountAvailable,WorksRecommCost,WSCost,ActualExpenditureIncurred,UnspentBalance,Flag_Overspend,Sanction_Ratio,Flag_Sanction_Over_Entitlement,Recomm_Ratio,Flag_Recomm_Over_Entitlement,Unspent_Share,Flag_Idle_Funds,Execution_Gap_Share,Flag_Execution_Gap,Anomaly_Score,Risk_Score,Risk_Level,Risk_Reasons
Ajay Maken,False,NEW DELHI,Delhi,15th Lok Sabha,25.5,23.0,23.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Jai Prakash Agarwal,False,NORTH EAST DELHI,Delhi,15th Lok Sabha,25.5,15.5,15.5,,,,0.29,0,0.0,0,0.0,0,0.018709677419354837,0,0.0,0,0.379,7.6,Low,Compliant within operational parameters
Mahabal Mishra,False,WEST DELHI,Delhi,15th Lok Sabha,25.5,18.0,18.0,,,,0.45,0,0.0,0,0.0,0,0.025,0,0.0,0,0.382,7.6,Low,Compliant within operational parameters
Kapil Sibal,False,CHANDINI CHOWK,Delhi,15th Lok Sabha,18.0,18.0,18.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Ramesh Kumar,False,SOUTH DELHI,Delhi,15th Lok Sabha,19.5,7.0,7.0,,,,-0.25,1,0.0,0,0.0,0,-0.03571428571428571,0,0.0,0,0.467,39.3,Medium,Overspent beyond available funds
Sandeep Dikshit,False,EAST DELHI,Delhi,15th Lok Sabha,23.0,10.5,10.5,,,,1.22,0,0.0,0,0.0,0,0.11619047619047619,0,0.0,0,0.388,7.8,Low,Compliant within operational parameters
Krishna Tirath,False,NORTH WEST DELHI(SC),Delhi,15th Lok Sabha,10.5,10.5,10.5,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Francisco Sardinha,False,SOUTH GOA,Goa,15th Lok Sabha,16.5,16.5,16.5,,,,1.03,0,0.0,0,0.0,0,0.062424242424242424,0,0.0,0,0.391,7.8,Low,Compliant within operational parameters
Shripad Yesso Naik,False,NORTH GOA,Goa,15th Lok Sabha,22.5,17.5,17.5,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Prabha Kishore Taviad,False,DAHOD(ST),Gujarat,15th Lok Sabha,19.08,19.08,19.08,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Balkrishna Khanderao Shukla (Balu Shukla),False,VADODARA,Gujarat,15th Lok Sabha,19.08,19.08,19.08,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Mahendrasinh P. Chauhan,False,SABARKANTHA,Gujarat,15th Lok Sabha,19.08,19.08,19.08,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Kirit Premjibhai Solanki,False,AHMEDABAD WEST(SC),Gujarat,15th Lok Sabha,21.58,19.08,19.08,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Bharatbhai Madhavsinh Solanki,False,ANAND,Gujarat,15th Lok Sabha,21.58,19.08,19.08,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Dinsha J. Patel,False,KHEDA,Gujarat,15th Lok Sabha,19.08,19.08,19.08,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Jagdish Thakor,False,PATAN,Gujarat,15th Lok Sabha,21.58,19.08,19.08,,,,0.27,0,0.0,0,0.0,0,0.014150943396226417,0,0.0,0,0.379,7.6,Low,Compliant within operational parameters
Harin Pathak,False,AHMEDABAD EAST,Gujarat,15th Lok Sabha,21.58,19.08,19.08,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Dinubhai Boghabhai Solanki,False,JUNAGADH,Gujarat,15th Lok Sabha,19.08,19.08,19.08,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Haribhai P.Chaudhary,False,BANASKANTHA,Gujarat,15th Lok Sabha,21.58,19.08,19.08,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Lal Krishna Advani,False,GANDHINAGAR,Gujarat,15th Lok Sabha,21.58,16.58,16.58,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Chandrakant Raghunath Patil,False,NAVSARI,Gujarat,15th Lok Sabha,19.08,19.08,19.08,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Kishanbhai Vestabhai Patel,False,VALSAD(ST),Gujarat,15th Lok Sabha,19.08,19.08,19.08,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Mansukhbhai Dhanjibhai Vasava,False,BHARUCH,Gujarat,15th Lok Sabha,21.58,19.08,19.08,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Kuvarjibhai Mohanbhai Bavalia,False,RAJKOT,Gujarat,15th Lok Sabha,21.58,19.08,19.08,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Naranbhai Kachhadiya,False,AMRELI,Gujarat,15th Lok Sabha,19.08,19.08,19.08,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Prabhatsinh Pratapsinh Chauhan,False,PANCHMAHAL,Gujarat,15th Lok Sabha,21.58,19.08,19.08,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Rajendra Sinh Ghanashyam Sinh Rana,False,BHAVNAGAR,Gujarat,15th Lok Sabha,19.08,19.08,19.08,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Ramsinh Patalyabhai Rathwa,False,CHHOTA UDAIPUR(ST),Gujarat,15th Lok Sabha,21.58,19.08,19.08,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Vikrambhai Arjanbhai Maadam,False,JAMNAGAR,Gujarat,15th Lok Sabha,19.08,19.08,19.08,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Vitthalbhai Hansrajbhai Radadiya,False,PORBANDAR,Gujarat,15th Lok Sabha,19.08,19.08,19.08,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Somabhai Gandalal Koli Patel,False,SURENDRANAGAR,Gujarat,15th Lok Sabha,21.58,19.08,19.08,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Jayshreeben Patel,False,MAHESANA,Gujarat,15th Lok Sabha,21.58,19.08,19.08,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Poonam Veljibhai Jat,False,KACHCHH(SC),Gujarat,15th Lok Sabha,21.58,19.08,19.08,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Tusharbhai A. Chaudhary,False,BARDOLI(ST),Gujarat,15th Lok Sabha,21.58,19.08,19.08,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Darshana Vikram Jardosh,False,SURAT,Gujarat,15th Lok Sabha,21.58,19.08,19.08,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Arvind Kumar Sharma,False,KARNAL,Haryana,15th Lok Sabha,21.5,19.0,19.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Inderjit Rao Inderjit Singh,False,GURGAON,Haryana,15th Lok Sabha,19.0,19.0,19.0,,,,0.35,0,0.0,0,0.0,0,0.018421052631578946,0,0.0,0,0.379,7.6,Low,Compliant within operational parameters
Ashok Tanwar,False,SIRSA(SC),Haryana,15th Lok Sabha,19.0,19.0,19.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Avtar Singh Bhadana,False,FARIDABAD,Haryana,15th Lok Sabha,19.0,19.0,19.0,,,,0.75,0,0.0,0,0.0,0,0.039473684210526314,0,0.0,0,0.382,7.6,Low,Compliant within operational parameters
Kumari Selja,False,AMBALA (SC),Haryana,15th Lok Sabha,21.5,19.0,19.0,,,,3.93,0,0.0,0,0.0,0,0.2068421052631579,0,0.0,0,0.412,8.2,Low,Compliant within operational parameters
Deepender Singh Hooda,False,ROHTAK,Haryana,15th Lok Sabha,21.5,19.0,19.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Kuldeep Bishnoi,False,HISAR,Haryana,15th Lok Sabha,19.0,19.0,19.0,,,,3.37,0,0.0,0,0.0,0,0.1773684210526316,0,0.0,0,0.406,8.1,Low,Compliant within operational parameters
Jitender Singh Malik,False,SONEPAT,Haryana,15th Lok Sabha,19.0,19.0,19.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Naveen Jindal,False,KURUKSHETRA,Haryana,15th Lok Sabha,21.5,19.0,19.0,,,,0.45,0,0.0,0,0.0,0,0.02368421052631579,0,0.0,0,0.382,7.6,Low,Compliant within operational parameters
Shruti Choudhry,False,BHIWANI MAHENDRAGARH,Haryana,15th Lok Sabha,21.5,19.0,19.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Rajan Sushant,False,KANGRA,Himachal Pradesh,15th Lok Sabha,21.5,19.0,19.0,,,,0.58,0,0.0,0,0.0,0,0.030526315789473683,0,0.0,0,0.379,7.6,Low,Compliant within operational parameters
Anurag Singh Thakur,False,HAMIRPUR,Himachal Pradesh,15th Lok Sabha,21.5,19.0,19.0,,,,4.33,0,0.0,0,0.0,0,0.22789473684210526,0,0.0,0,0.428,8.6,Low,Compliant within operational parameters
Pratibha Singh,False,MANDI,Himachal Pradesh,15th Lok Sabha,,19.0,19.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Virender Kashyap,False,SHIMLA (SC),Himachal Pradesh,15th Lok Sabha,19.0,19.0,19.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Virbhadra Singh,False,MANDI,Himachal Pradesh,15th Lok Sabha,19.0,19.0,19.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Mirza Mehboob Beg,False,ANANTNAG,Jammu & Kashmir,15th Lok Sabha,21.5,19.0,19.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Farooq Abdullah,False,SRINAGAR,Jammu & Kashmir,15th Lok Sabha,22.5,17.5,17.5,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Chaudhary Lal Singh,False,UDHAMPUR,Jammu & Kashmir,15th Lok Sabha,20.0,20.0,20.0,,,,4.85,0,0.0,0,0.0,0,0.2425,0,0.0,0,0.435,8.7,Low,Compliant within operational parameters
Hassan Khan,False,LADAKH,Jammu & Kashmir,15th Lok Sabha,24.5,22.0,22.0,,,,3.35,0,0.0,0,0.0,0,0.15227272727272728,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
Madan Lal Sharma,False,JAMMU,Jammu & Kashmir,15th Lok Sabha,21.5,19.0,19.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Sharifuddin Shariq,False,BARAMULLAH,Jammu & Kashmir,15th Lok Sabha,20.0,20.0,20.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Ajay Kumar,False,JAMSHEDPUR,Jharkhand,15th Lok Sabha,19.14,19.14,19.14,,,,0.79,0,0.0,0,0.0,0,0.041274817136886105,0,0.0,0,0.384,7.7,Low,Compliant within operational parameters
Babulal Marandi,False,KODARMA,Jharkhand,15th Lok Sabha,21.64,19.14,19.14,,,,8.3,0,0.0,0,0.0,0,0.4336468129571578,0,0.0,0,0.587,11.7,Low,Compliant within operational parameters
Inder Singh Namdhari,False,CHATRA,Jharkhand,15th Lok Sabha,21.64,19.14,19.14,,,,4.62,0,0.0,0,0.0,0,0.2413793103448276,0,0.0,0,0.433,8.7,Low,Compliant within operational parameters
Kameshwar Baitha,False,PALAMU(SC),Jharkhand,15th Lok Sabha,19.14,19.14,19.14,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Karia Munda,False,KHUNTI(ST),Jharkhand,15th Lok Sabha,16.64,16.64,16.64,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Madhu Kora,False,SINGHBHUM(ST),Jharkhand,15th Lok Sabha,16.64,11.64,11.64,,,,1.88,0,0.0,0,0.0,0,0.16151202749140892,0,0.0,0,0.398,8.0,Low,Compliant within operational parameters
Nishikant Dubey,False,GODDA,Jharkhand,15th Lok Sabha,21.64,16.64,16.64,,,,4.99,0,0.0,0,0.0,0,0.2998798076923077,0,0.0,0,0.5,10.0,Low,Compliant within operational parameters
Pashupati Nath Singh,False,DHANBAD,Jharkhand,15th Lok Sabha,21.64,19.14,19.14,,,,1.23,0,0.0,0,0.0,0,0.06426332288401254,0,0.0,0,0.39,7.8,Low,Compliant within operational parameters
Sudarshan Bhagat,False,LOHARDAGA(ST),Jharkhand,15th Lok Sabha,19.14,19.14,19.14,,,,0.79,0,0.0,0,0.0,0,0.041274817136886105,0,0.0,0,0.384,7.7,Low,Compliant within operational parameters
Shibu Soren,False,DUMKA(ST),Jharkhand,15th Lok Sabha,21.64,19.14,19.14,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Ravindra Kumar Pandey,False,GIRIDIH,Jharkhand,15th Lok Sabha,19.14,19.14,19.14,,,,3.46,0,0.0,0,0.0,0,0.18077324973876696,0,0.0,0,0.406,8.1,Low,Compliant within operational parameters
Devidhan Besra,False,RAJMAHAL(ST),Jharkhand,15th Lok Sabha,21.64,11.64,11.64,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Subodh Kant Sahay,False,RANCHI,Jharkhand,15th Lok Sabha,21.64,19.14,19.14,,,,0.34,0,0.0,0,0.0,0,0.017763845350052248,0,0.0,0,0.379,7.6,Low,Compliant within operational parameters
Yashwant Sinha,False,HAZARIBAGH,Jharkhand,15th Lok Sabha,21.64,19.14,19.14,,,,2.62,0,0.0,0,0.0,0,0.13688610240334378,0,0.0,0,0.384,7.7,Low,Compliant within operational parameters
Ananth Ananth Kumar,False,BANGALORE SOUTH,Karnataka,15th Lok Sabha,22.11,19.61,19.61,,,,3.36,0,0.0,0,0.0,0,0.17134115247322795,0,0.0,0,0.407,8.1,Low,Compliant within operational parameters
Anant Kumar Dattatreya Hegde,False,UTTARA KANNADA,Karnataka,15th Lok Sabha,22.11,19.61,19.61,,,,4.87,0,0.0,0,0.0,0,0.24834268230494647,0,0.0,0,0.44,8.8,Low,Compliant within operational parameters
M. Veerappa Moily,False,CHIKBALLAPUR,Karnataka,15th Lok Sabha,22.11,19.61,19.61,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Adagooru H. Vishwanath,False,MYSORE,Karnataka,15th Lok Sabha,22.11,17.11,17.11,,,,1.0,0,0.0,0,0.0,0,0.058445353594389245,0,0.0,0,0.39,7.8,Low,Compliant within operational parameters
H. D. Kumaraswamy,False,BANGALORE RURAL,Karnataka,15th Lok Sabha,22.11,19.61,19.61,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
G. S. Basavaraj,False,TUMKUR,Karnataka,15th Lok Sabha,22.11,17.11,17.11,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
D. B. Chandre Gowda,False,BANGALORE NORTH,Karnataka,15th Lok Sabha,22.11,19.61,19.61,,,,2.54,0,0.0,0,0.0,0,0.12952575216726162,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
D.V.Sadananda Gowda/ Jayaprakash Hegde,False,UDUPI CHIKMAGALUR,Karnataka,15th Lok Sabha,22.11,19.61,19.61,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
H.D. Devegowda,False,HASSAN,Karnataka,15th Lok Sabha,22.11,19.61,19.61,,,,1.7,0,0.0,0,0.0,0,0.08669046404895461,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
Gowdar Mallikarjunappa Siddeshwara,False,DAVANAGERE,Karnataka,15th Lok Sabha,22.11,19.61,19.61,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
K.H. Muniyappa,False,KOLAR(SC),Karnataka,15th Lok Sabha,22.11,17.11,17.11,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Janardhana Swamy,False,CHITRADURGA(SC),Karnataka,15th Lok Sabha,22.11,19.61,19.61,,,,1.15,0,0.0,0,0.0,0,0.05864354920958694,0,0.0,0,0.39,7.8,Low,Compliant within operational parameters
Nalin Kumar Kateel,False,DAKSHINA KANNADA,Karnataka,15th Lok Sabha,19.61,19.61,19.61,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Parvatagouda Chandanagouda Gaddigoudar,False,BAGALKOT,Karnataka,15th Lok Sabha,22.11,19.61,19.61,,,,0.96,0,0.0,0,0.0,0,0.04895461499235084,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
N. Chaluvaraya Swamy,False,MANDYA,Karnataka,15th Lok Sabha,14.61,14.61,14.61,,,,3.12,0,0.0,0,0.0,0,0.21355236139630393,0,0.0,0,0.418,8.4,Low,Compliant within operational parameters
Pralhad Venkatesh Joshi,False,DHARWAD,Karnataka,15th Lok Sabha,19.61,17.11,17.11,,,,1.98,0,0.0,0,0.0,0,0.1157218001168907,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
N. Dharam Singh,False,BIDAR,Karnataka,15th Lok Sabha,22.11,19.61,19.61,,,,2.34,0,0.0,0,0.0,0,0.11932687404385517,0,0.0,0,0.388,7.8,Low,Compliant within operational parameters
Mallikarjun Kharge,False,GULBARGA(SC),Karnataka,15th Lok Sabha,22.11,19.61,19.61,,,,0.2,0,0.0,0,0.0,0,0.010198878123406425,0,0.0,0,0.379,7.6,Low,Compliant within operational parameters
P. C. Mohan,False,BANGALORE CENTRAL,Karnataka,15th Lok Sabha,19.61,17.11,17.11,,,,0.06,0,0.0,0,0.0,0,0.0035067212156633548,0,0.0,0,0.369,7.4,Low,Compliant within operational parameters
Ramesh Vishwanath Katti,False,CHIKKODI,Karnataka,15th Lok Sabha,22.11,19.61,19.61,,,,0.31,0,0.0,0,0.0,0,0.01580826109127996,0,0.0,0,0.38,7.6,Low,Compliant within operational parameters
Rangaswamy Dhruvanarayana,False,CHAMARAJANAGAR(SC),Karnataka,15th Lok Sabha,19.61,19.61,19.61,,,,1.41,0,0.0,0,0.0,0,0.07190209077001529,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
Raghavendra Yeddyurappa,False,SHIMOGA,Karnataka,15th Lok Sabha,19.61,17.11,17.11,,,,0.77,0,0.0,0,0.0,0,0.04500292226767972,0,0.0,0,0.389,7.8,Low,Compliant within operational parameters
Ramesh Chandappa Jigajinagi,False,BIJAPUR(SC),Karnataka,15th Lok Sabha,17.11,17.11,17.11,,,,2.43,0,0.0,0,0.0,0,0.14202220923436587,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
Shivkumar Chanabasappa Udasi,False,HAVERI,Karnataka,15th Lok Sabha,22.11,19.61,19.61,,,,2.72,0,0.0,0,0.0,0,0.1387047424783274,0,0.0,0,0.383,7.7,Low,Compliant within operational parameters
S. Pakkirappa,False,RAICHUR(ST),Karnataka,15th Lok Sabha,22.11,19.61,19.61,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Suresh Chanabasappa Angadi,False,BELGAUM,Karnataka,15th Lok Sabha,22.11,19.61,19.61,,,,1.85,0,0.0,0,0.0,0,0.09433962264150944,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
Shivarama Gouda,False,KOPPAL,Karnataka,15th Lok Sabha,22.11,17.11,17.11,,,,1.61,0,0.0,0,0.0,0,0.09409701928696669,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
J. Shantha,False,BELLARY(ST),Karnataka,15th Lok Sabha,22.11,17.11,17.11,,,,2.55,0,0.0,0,0.0,0,0.14903565166569258,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
K. Varkey Thomas,False,ERNAKULAM,Kerala,15th Lok Sabha,22.1,19.6,19.6,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Sashi Tharoor,False,THIRUVANANTHAPURAM,Kerala,15th Lok Sabha,22.1,19.6,19.6,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Anirudhan Sampath,False,ATTINGAL,Kerala,15th Lok Sabha,19.6,19.6,19.6,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Anto Antony,False,PATHANAMTHITTA,Kerala,15th Lok Sabha,22.1,19.6,19.6,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Jose K. Mani,False,KOTTAYAM,Kerala,15th Lok Sabha,22.1,19.6,19.6,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
E. T. Mohammed Basheer,False,PONNANI,Kerala,15th Lok Sabha,22.1,19.6,19.6,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
K. C. Venugopal,False,ALAPPUZHA,Kerala,15th Lok Sabha,19.6,19.6,19.6,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Kumbakudi Sudhakaran,False,KANNUR,Kerala,15th Lok Sabha,19.6,19.6,19.6,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
E. Ahamed,False,MALAPPURAM,Kerala,15th Lok Sabha,19.6,19.6,19.6,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
K. P. Dhanapalan,False,CHALAKUDY,Kerala,15th Lok Sabha,22.1,19.6,19.6,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
M. B. Rajesh,False,PALAKKAD,Kerala,15th Lok Sabha,19.6,19.6,19.6,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
P. Karunakaran,False,KASARAGOD,Kerala,15th Lok Sabha,19.6,19.6,19.6,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
P. C. Chacko,False,THRISSUR,Kerala,15th Lok Sabha,22.1,19.6,19.6,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
M. I. Shanavas,False,WAYANAD,Kerala,15th Lok Sabha,19.6,19.6,19.6,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
N. Peethambara Kurup,False,KOLLAM,Kerala,15th Lok Sabha,19.6,19.6,19.6,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Ramachandran Mullappally,False,VADAKARA,Kerala,15th Lok Sabha,22.1,19.6,19.6,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
M. K. Raghavan,False,KOZHIKODE,Kerala,15th Lok Sabha,22.1,19.6,19.6,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
P. Kuttappan Biju,False,ALATHUR(SC),Kerala,15th Lok Sabha,19.6,19.6,19.6,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
P. T. Thomas,False,IDUKKI,Kerala,15th Lok Sabha,22.1,19.6,19.6,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Suresh Kodikkunnil,False,MAVELIKKARA(SC),Kerala,15th Lok Sabha,22.1,19.6,19.6,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Hamdullah Sayeed,False,LAKSHADWEEP(ST),Lakshadweep,15th Lok Sabha,25.0,17.5,17.5,,,,1.7,0,0.0,0,0.0,0,0.09714285714285714,0,0.0,0,0.381,7.6,Low,Compliant within operational parameters
Meenakshi Natrajan,False,MANDSOUR,Madhya Pradesh,15th Lok Sabha,21.53,19.03,19.03,,,,2.37,0,0.0,0,0.0,0,0.12454019968470835,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
Ashok Argal,False,BHIND(SC),Madhya Pradesh,15th Lok Sabha,21.53,19.03,19.03,,,,2.55,0,0.0,0,0.0,0,0.13399894902785076,0,0.0,0,0.384,7.7,Low,Compliant within operational parameters
Basori Singh Masram,False,MANDLA(ST),Madhya Pradesh,15th Lok Sabha,19.03,19.03,19.03,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Deoraj Singh Patel,False,REWA,Madhya Pradesh,15th Lok Sabha,21.53,19.03,19.03,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Arun Subhashchandra Yadav,False,KHANDWA,Madhya Pradesh,15th Lok Sabha,21.53,19.03,19.03,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Bhoopendra Singh,False,SAGAR,Madhya Pradesh,15th Lok Sabha,21.53,19.03,19.03,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
K. D. Deshmukh,False,BALAGHAT,Madhya Pradesh,15th Lok Sabha,21.53,19.03,19.03,,,,0.1,0,0.0,0,0.0,0,0.005254860746190226,0,0.0,0,0.374,7.5,Low,Compliant within operational parameters
