MP_Name,Is_Former_Member,Constituency,State,Lok_Sabha,Entitlement,Released,AmountAvailable,WorksRecommCost,WSCost,ActualExpenditureIncurred,UnspentBalance,Flag_Overspend,Sanction_Ratio,Flag_Sanction_Over_Entitlement,Recomm_Ratio,Flag_Recomm_Over_Entitlement,Unspent_Share,Flag_Idle_Funds,Execution_Gap_Share,Flag_Execution_Gap,Anomaly_Score,Risk_Score,Risk_Level,Risk_Reasons
Gajendra Singh Rajukhedi,False,DHAR(ST),Madhya Pradesh,15th Lok Sabha,19.03,19.03,19.03,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Kantilal Bhuria,False,RATLAM(ST),Madhya Pradesh,15th Lok Sabha,21.53,19.03,19.03,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Ganesh Singh,False,SATNA,Madhya Pradesh,15th Lok Sabha,19.03,19.03,19.03,,,,0.55,0,0.0,0,0.0,0,0.028901734104046242,0,0.0,0,0.379,7.6,Low,Compliant within operational parameters
Govind Prasad Mishra,False,SIDHI,Madhya Pradesh,15th Lok Sabha,21.53,19.03,19.03,,,,2.83,0,0.0,0,0.0,0,0.1487125591171834,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
Jyotiraditya Madhavrao Scindia,False,GUNA,Madhya Pradesh,15th Lok Sabha,19.03,19.03,19.03,,,,4.39,0,0.0,0,0.0,0,0.23068838675775089,0,0.0,0,0.429,8.6,Low,Compliant within operational parameters
Kailash Joshi,False,BHOPAL,Madhya Pradesh,15th Lok Sabha,19.03,19.03,19.03,,,,4.11,0,0.0,0,0.0,0,0.2159747766684183,0,0.0,0,0.421,8.4,Low,Compliant within operational parameters
Kamal Nath,False,CHHINDWARA,Madhya Pradesh,15th Lok Sabha,21.53,19.03,19.03,,,,0.66,0,0.0,0,0.0,0,0.03468208092485549,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
Narendra Singh Tomar,False,MORENA,Madhya Pradesh,15th Lok Sabha,21.53,19.03,19.03,,,,2.11,0,0.0,0,0.0,0,0.11087756174461376,0,0.0,0,0.382,7.6,Low,Compliant within operational parameters
Jeetendra Singh Bundela,False,KHAJURAHO,Madhya Pradesh,15th Lok Sabha,19.03,19.03,19.03,,,,2.71,0,0.0,0,0.0,0,0.14240672622175513,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
Narayan Singh Amlabe,False,RAJGARH,Madhya Pradesh,15th Lok Sabha,21.53,19.03,19.03,,,,0.63,0,0.0,0,0.0,0,0.03310562270099842,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
Makhan Singh Solanki (Babuji),False,KHARGONE(ST),Madhya Pradesh,15th Lok Sabha,21.53,19.03,19.03,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Rakesh Singh,False,JABALPUR,Madhya Pradesh,15th Lok Sabha,19.03,19.03,19.03,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Shivraj Singh Lodhi,False,DAMOH,Madhya Pradesh,15th Lok Sabha,21.53,19.03,19.03,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Premchand Guddu,False,UJJAIN(SC),Madhya Pradesh,15th Lok Sabha,21.53,19.03,19.03,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Sajjan Singh Verma,False,DEWAS(SC),Madhya Pradesh,15th Lok Sabha,21.53,19.03,19.03,,,,0.65,0,0.0,0,0.0,0,0.03415659485023647,0,0.0,0,0.384,7.7,Low,Compliant within operational parameters
Rajesh Nandini Singh,False,SHAHDOL (ST),Madhya Pradesh,15th Lok Sabha,19.03,19.03,19.03,,,,0.59,0,0.0,0,0.0,0,0.03100367840252233,0,0.0,0,0.381,7.6,Low,Compliant within operational parameters
Sumitra Mahajan,False,INDORE,Madhya Pradesh,15th Lok Sabha,21.53,19.03,19.03,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Virendra Kumar,False,TIKAMGARH(SC),Madhya Pradesh,15th Lok Sabha,21.53,19.03,19.03,,,,2.92,0,0.0,0,0.0,0,0.1534419337887546,0,0.0,0,0.388,7.8,Low,Compliant within operational parameters
Sushma Swaraj,False,VIDISHA,Madhya Pradesh,15th Lok Sabha,21.53,19.03,19.03,,,,0.34,0,0.0,0,0.0,0,0.01786652653704677,0,0.0,0,0.379,7.6,Low,Compliant within operational parameters
Jyoti Dhurve,False,BETUL(ST),Madhya Pradesh,15th Lok Sabha,19.03,19.03,19.03,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Yashodhara Raje Scindia,False,GWALIOR,Madhya Pradesh,15th Lok Sabha,21.53,16.53,16.53,,,,1.25,0,0.0,0,0.0,0,0.07562008469449485,0,0.0,0,0.387,7.7,Low,Compliant within operational parameters
Uday Pratap Singh,False,HOSHANGABAD,Madhya Pradesh,15th Lok Sabha,19.03,19.03,19.03,,,,4.74,0,0.0,0,0.0,0,0.2490803993694167,0,0.0,0,0.44,8.8,Low,Compliant within operational parameters
Anant Gangaram Geete,False,RAIGAD,Maharashtra,15th Lok Sabha,21.85,19.35,19.35,,,,2.29,0,0.0,0,0.0,0,0.11834625322997415,0,0.0,0,0.387,7.7,Low,Compliant within operational parameters
Padamsinha Bajirao Patil,False,OSMANABAD,Maharashtra,15th Lok Sabha,21.85,19.35,19.35,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Nilesh Narayan Rane,False,RATNAGIRI-SINDHUDURG,Maharashtra,15th Lok Sabha,21.85,19.35,19.35,,,,0.82,0,0.0,0,0.0,0,0.04237726098191214,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
Sanjeev Ganesh Naik,False,THANE,Maharashtra,15th Lok Sabha,19.35,19.35,19.35,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Anand Prakash Paranjpe,False,KALYAN,Maharashtra,15th Lok Sabha,21.85,19.35,19.35,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
A. T. Nana Patil,False,JALGAON,Maharashtra,15th Lok Sabha,19.35,19.35,19.35,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Anandrao Vithoba Adsul,False,AMRAVATI(SC),Maharashtra,15th Lok Sabha,19.35,19.35,19.35,,,,4.41,0,0.0,0,0.0,0,0.22790697674418603,0,0.0,0,0.428,8.6,Low,Compliant within operational parameters
Baliram Sukur Jadhav,False,PALGHAR(ST),Maharashtra,15th Lok Sabha,21.85,19.35,19.35,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Bhausaheb Rajaram Wakchaure,False,SHIRDI(SC),Maharashtra,15th Lok Sabha,21.85,19.35,19.35,,,,0.35,0,0.0,0,0.0,0,0.01808785529715762,0,0.0,0,0.38,7.6,Low,Compliant within operational parameters
Chandrakant Bhaurao Khaire,False,AURANGABAD,Maharashtra,15th Lok Sabha,21.85,19.35,19.35,,,,1.12,0,0.0,0,0.0,0,0.0578811369509044,0,0.0,0,0.389,7.8,Low,Compliant within operational parameters
Datta Raghobaji Meghe,False,WARDHA,Maharashtra,15th Lok Sabha,19.35,19.35,19.35,,,,2.14,0,0.0,0,0.0,0,0.11059431524547804,0,0.0,0,0.381,7.6,Low,Compliant within operational parameters
Hansraj Gangaram Ahir,False,CHANDRAPUR,Maharashtra,15th Lok Sabha,21.85,19.35,19.35,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Gajanan Dharmshi Babar,False,MAVAL,Maharashtra,15th Lok Sabha,19.35,19.35,19.35,,,,0.25,0,0.0,0,0.0,0,0.012919896640826873,0,0.0,0,0.378,7.6,Low,Compliant within operational parameters
Bhaskarrao Bapurao Khatgaonkar Patil,False,NANDED,Maharashtra,15th Lok Sabha,21.85,19.35,19.35,,,,1.43,0,0.0,0,0.0,0,0.07390180878552971,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
Harishchandra Deoram Chavan,False,DINDORI(ST),Maharashtra,15th Lok Sabha,21.85,19.35,19.35,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Jaywant Gangaram Awale,False,LATUR(SC),Maharashtra,15th Lok Sabha,21.85,19.35,19.35,,,,0.99,0,0.0,0,0.0,0,0.05116279069767441,0,0.0,0,0.387,7.7,Low,Compliant within operational parameters
Eknath Mahadeo Gaikwad,False,MUMBAI SOUTH CENTRAL,Maharashtra,15th Lok Sabha,19.35,19.35,19.35,,,,3.67,0,0.0,0,0.0,0,0.18966408268733848,0,0.0,0,0.406,8.1,Low,Compliant within operational parameters
Ganeshrao Nagorao Dudhgaonkar,False,PARBHANI,Maharashtra,15th Lok Sabha,21.85,19.35,19.35,,,,1.53,0,0.0,0,0.0,0,0.07906976744186046,0,0.0,0,0.388,7.8,Low,Compliant within operational parameters
Gurudas Vasant Kamat,False,MUMBAI NORTH WEST,Maharashtra,15th Lok Sabha,21.85,19.35,19.35,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Dilipkumar Mansukhlal Gandhi,False,AHMEDNAGAR,Maharashtra,15th Lok Sabha,19.35,19.35,19.35,,,,0.35,0,0.0,0,0.0,0,0.01808785529715762,0,0.0,0,0.38,7.6,Low,Compliant within operational parameters
Gopinath Pandurang Munde,False,BEED,Maharashtra,15th Lok Sabha,21.85,19.35,19.35,,,,2.37,0,0.0,0,0.0,0,0.12248062015503876,0,0.0,0,0.387,7.7,Low,Compliant within operational parameters
Marotrao Sainuji Kowase,False,GADCHIROLI-CHIMUR(ST),Maharashtra,15th Lok Sabha,21.85,19.35,19.35,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Haribhau Madhav Jawale,False,RAVER,Maharashtra,15th Lok Sabha,19.35,19.35,19.35,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Manikrao Hodlya Gavit,False,NANDURBAR(ST),Maharashtra,15th Lok Sabha,21.85,19.35,19.35,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Prataprao Ganpatrao Jadhav,False,BULDHANA,Maharashtra,15th Lok Sabha,19.35,19.35,19.35,,,,2.31,0,0.0,0,0.0,0,0.11937984496124031,0,0.0,0,0.388,7.8,Low,Compliant within operational parameters
Pratap Narayanrao Sonawane,False,DHULE,Maharashtra,15th Lok Sabha,21.85,19.35,19.35,,,,3.36,0,0.0,0,0.0,0,0.17364341085271315,0,0.0,0,0.405,8.1,Low,Compliant within operational parameters
Milind Murli Deora,False,MUMBAI SOUTH,Maharashtra,15th Lok Sabha,21.85,16.85,16.85,,,,1.97,0,0.0,0,0.0,0,0.11691394658753708,0,0.0,0,0.388,7.8,Low,Compliant within operational parameters
Raju Alias Devappa Anna Shetti,False,HATKANANGLE,Maharashtra,15th Lok Sabha,21.85,19.35,19.35,,,,0.62,0,0.0,0,0.0,0,0.03204134366925064,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
Pratik Prakashbapu Patil,False,SANGLI,Maharashtra,15th Lok Sabha,21.85,19.35,19.35,,,,2.09,0,0.0,0,0.0,0,0.10801033591731264,0,0.0,0,0.381,7.6,Low,Compliant within operational parameters
Praful Manoharbhai Patel,False,BHANDARA-GONDIYA,Maharashtra,15th Lok Sabha,21.85,19.35,19.35,,,,3.66,0,0.0,0,0.0,0,0.18914728682170542,0,0.0,0,0.406,8.1,Low,Compliant within operational parameters
Sadashiv Rao Dadoba Mandlik,False,KOLHAPUR,Maharashtra,15th Lok Sabha,19.35,19.35,19.35,,,,1.1,0,0.0,0,0.0,0,0.056847545219638244,0,0.0,0,0.388,7.8,Low,Compliant within operational parameters
Shivaji Adhalrao Patil,False,SHIRUR,Maharashtra,15th Lok Sabha,19.35,19.35,19.35,,,,0.2,0,0.0,0,0.0,0,0.0103359173126615,0,0.0,0,0.378,7.6,Low,Compliant within operational parameters
Mukul Balkrishna Wasnik,False,RAMTEK(SC),Maharashtra,15th Lok Sabha,21.85,19.35,19.35,,,,1.26,0,0.0,0,0.0,0,0.06511627906976744,0,0.0,0,0.39,7.8,Low,Compliant within operational parameters
Sanjay Nirupam,False,MUMBAI NORTH,Maharashtra,15th Lok Sabha,19.35,19.35,19.35,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Sameer Magan Bhujbal,False,NASHIK,Maharashtra,15th Lok Sabha,21.85,19.35,19.35,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Sanjay Shamrao Dhotre,False,AKOLA,Maharashtra,15th Lok Sabha,21.85,19.35,19.35,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Sanjay Dina Patil,False,MUMBAI NORTH EAST,Maharashtra,15th Lok Sabha,21.85,19.35,19.35,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Sushil Kumar Sambhajirao Shinde,False,SOLAPUR(SC),Maharashtra,15th Lok Sabha,21.85,16.85,16.85,,,,0.89,0,0.0,0,0.0,0,0.052818991097922846,0,0.0,0,0.39,7.8,Low,Compliant within operational parameters
Raosaheb Danve Patil,False,JALNA,Maharashtra,15th Lok Sabha,21.85,19.35,19.35,,,,2.52,0,0.0,0,0.0,0,0.13023255813953488,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
Subhash Bapurao Wankhede,False,HINGOLI,Maharashtra,15th Lok Sabha,21.85,19.35,19.35,,,,-0.22,1,0.0,0,0.0,0,-0.011369509043927648,0,0.0,0,0.406,38.1,Medium,Overspent beyond available funds
Suresh Kalmadi,False,PUNE,Maharashtra,15th Lok Sabha,21.85,19.35,19.35,,,,0.8,0,0.0,0,0.0,0,0.041343669250646,0,0.0,0,0.384,7.7,Low,Compliant within operational parameters
Vilas Baburao Muttemwar,False,NAGPUR,Maharashtra,15th Lok Sabha,19.35,16.85,16.85,,,,0.51,0,0.0,0,0.0,0,0.030267062314540058,0,0.0,0,0.379,7.6,Low,Compliant within operational parameters
Sharad Chandra Govindrao Pawar,False,MADHA,Maharashtra,15th Lok Sabha,21.85,16.85,16.85,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Udayanraje Pratapsingh Bhonsle,False,SATARA,Maharashtra,15th Lok Sabha,19.35,19.35,19.35,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Bhavana Gawali (Patil),False,YAVATMAL-WASHIM,Maharashtra,15th Lok Sabha,21.85,19.35,19.35,,,,2.43,0,0.0,0,0.0,0,0.12558139534883722,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
Suresh Kashinath Taware,False,BHIWANDI,Maharashtra,15th Lok Sabha,21.85,19.35,19.35,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Supriya Sadanand Sule,False,BARAMATI,Maharashtra,15th Lok Sabha,19.35,19.35,19.35,,,,1.43,0,0.0,0,0.0,0,0.07390180878552971,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
Priya Sunil Dutt,False,MUMBAI NORTH-CENTRAL,Maharashtra,15th Lok Sabha,19.35,19.35,19.35,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Thokchom Meinya,False,INNER MANIPUR,Manipur,15th Lok Sabha,21.5,19.0,19.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Thangso Baite,False,OUTER MANIPUR(ST),Manipur,15th Lok Sabha,21.5,19.0,19.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Agatha K. Sangma,False,TURA,Meghalaya,15th Lok Sabha,19.0,19.0,19.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Vincent H Pala,False,SHILLONG,Meghalaya,15th Lok Sabha,19.0,19.0,19.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
C. L. Ruala,False,MIZORAM (ST),Mizoram,15th Lok Sabha,19.0,19.0,19.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
C. M. Chang,False,NAGALAND,Nagaland,15th Lok Sabha,21.5,19.0,19.0,,,,2.51,0,0.0,0,0.0,0,0.13210526315789473,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
B. Atkinson Denzil,False,,Nominated,15th Lok Sabha,12.5,,,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Charles Dias,False,CENTRAL1,Nominated,15th Lok Sabha,19.0,19.0,19.0,,,,0.83,0,0.0,0,0.0,0,0.04368421052631579,0,0.0,0,0.387,7.7,Low,Compliant within operational parameters
Ingrid Mcleod,False,CENTRAL2,Nominated,15th Lok Sabha,19.0,19.0,19.0,,,,0.23,0,0.0,0,0.0,0,0.012105263157894737,0,0.0,0,0.377,7.5,Low,Compliant within operational parameters
Amarnath Pradhan,False,SAMBALPUR,Odisha,15th Lok Sabha,19.0,19.0,19.0,,,,0.89,0,0.0,0,0.0,0,0.04684210526315789,0,0.0,0,0.389,7.8,Low,Compliant within operational parameters
Prasanna Kumar Patasani,False,BHUBANESWAR,Odisha,15th Lok Sabha,19.0,19.0,19.0,,,,1.0,0,0.0,0,0.0,0,0.05263157894736842,0,0.0,0,0.39,7.8,Low,Compliant within operational parameters
"Baijayant ""Jay"" Panda",False,KENDRAPARA,Odisha,15th Lok Sabha,21.5,19.0,19.0,,,,2.53,0,0.0,0,0.0,0,0.1331578947368421,0,0.0,0,0.384,7.7,Low,Compliant within operational parameters
Bibhu Prasad Tarai,False,JAGATSINGHPUR(SC),Odisha,15th Lok Sabha,21.5,19.0,19.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Arjun Charan Sethi,False,BHADRAK(SC),Odisha,15th Lok Sabha,19.0,19.0,19.0,,,,4.94,0,0.0,0,0.0,0,0.26,0,0.0,0,0.447,8.9,Low,Compliant within operational parameters
Bhartruhari Mahtab,False,CUTTACK,Odisha,15th Lok Sabha,21.5,19.0,19.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Bhakta Charan Das,False,KALAHANDI,Odisha,15th Lok Sabha,21.5,19.0,19.0,,,,4.9,0,0.0,0,0.0,0,0.2578947368421053,0,0.0,0,0.446,8.9,Low,Compliant within operational parameters
Hemanand Biswal,False,SUNDARGARH (ST),Odisha,15th Lok Sabha,21.5,19.0,19.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Jayaram Pangi,False,KORAPUT(ST),Odisha,15th Lok Sabha,19.0,16.5,16.5,,,,0.95,0,0.0,0,0.0,0,0.05757575757575757,0,0.0,0,0.388,7.8,Low,Compliant within operational parameters
Mohan Jena,False,JAJPUR(SC),Odisha,15th Lok Sabha,21.5,19.0,19.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Kalikesh Narayan Singh Deo,False,BOLANGIR,Odisha,15th Lok Sabha,19.0,19.0,19.0,,,,-0.44,1,0.0,0,0.0,0,-0.023157894736842106,0,0.0,0,0.451,39.0,Medium,Overspent beyond available funds
Laxman Tudu,False,MAYURBHANJ (ST),Odisha,15th Lok Sabha,21.5,19.0,19.0,,,,0.71,0,0.0,0,0.0,0,0.03736842105263158,0,0.0,0,0.383,7.7,Low,Compliant within operational parameters
Nityananda Pradhan,False,ASKA,Odisha,15th Lok Sabha,19.0,19.0,19.0,,,,0.53,0,0.0,0,0.0,0,0.027894736842105264,0,0.0,0,0.382,7.6,Low,Compliant within operational parameters
Pinaki Misra,False,PURI,Odisha,15th Lok Sabha,21.5,19.0,19.0,,,,-0.24,1,0.0,0,0.0,0,-0.01263157894736842,0,0.0,0,0.415,38.3,Medium,Overspent beyond available funds
Rudra Madhab Ray,False,KANDHAMAL,Odisha,15th Lok Sabha,21.5,19.0,19.0,,,,4.08,0,0.0,0,0.0,0,0.21473684210526317,0,0.0,0,0.421,8.4,Low,Compliant within operational parameters
Pradeep Majhi,False,NABARANGPUR)ST),Odisha,15th Lok Sabha,21.5,16.5,16.5,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Srikant Kumar Jena,False,BALASORE,Odisha,15th Lok Sabha,21.5,19.0,19.0,,,,2.2,0,0.0,0,0.0,0,0.11578947368421054,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
Sidhant Mohapatra,False,BERHAMPUR,Odisha,15th Lok Sabha,19.0,19.0,19.0,,,,0.71,0,0.0,0,0.0,0,0.03736842105263158,0,0.0,0,0.383,7.7,Low,Compliant within operational parameters
Sunjay Bhoi,False,BARGARH,Odisha,15th Lok Sabha,21.5,16.5,16.5,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Tathagata Satpathy,False,DHENKANAL,Odisha,15th Lok Sabha,21.5,19.0,19.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Yashbant Narayan Singh Laguri,False,KEONJHAR(ST),Odisha,15th Lok Sabha,21.5,19.0,19.0,,,,2.98,0,0.0,0,0.0,0,0.1568421052631579,0,0.0,0,0.393,7.9,Low,Compliant within operational parameters
V. Narayanasamy,False,PONDICHERRY,Puducherry,15th Lok Sabha,22.5,20.0,20.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Rattan Singh Ajnala,False,KHADOOR SAHIB,Punjab,15th Lok Sabha,21.5,19.0,19.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Navjot Singh Sidhu,False,AMRITSAR,Punjab,15th Lok Sabha,21.5,19.0,19.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Manish Tewari,False,LUDHIANA,Punjab,15th Lok Sabha,21.5,19.0,19.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Mohinder Singh Kaypee,False,JALANDHAR(SC),Punjab,15th Lok Sabha,19.0,19.0,19.0,,,,1.09,0,0.0,0,0.0,0,0.05736842105263158,0,0.0,0,0.388,7.8,Low,Compliant within operational parameters
Sher Singh Ghubaya,False,FIROZPUR,Punjab,15th Lok Sabha,19.0,19.0,19.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Partap Singh Bajwa,False,GURDASPUR,Punjab,15th Lok Sabha,19.0,19.0,19.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Vijay Inder Singla,False,SANGRUR,Punjab,15th Lok Sabha,21.5,19.0,19.0,,,,0.95,0,0.0,0,0.0,0,0.049999999999999996,0,0.0,0,0.386,7.7,Low,Compliant within operational parameters
Ravneet Singh,False,ANANDPUR SAHIB,Punjab,15th Lok Sabha,19.0,19.0,19.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Sukhdev Singh Libra,False,FATEHGARH SAHIB(SC),Punjab,15th Lok Sabha,19.0,19.0,19.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Paramjit Kaur Gulshan,False,FARIDKOT(SC),Punjab,15th Lok Sabha,21.5,19.0,19.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Preneet Kaur,False,PATIALA,Punjab,15th Lok Sabha,21.5,19.0,19.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Santosh Chowdhary,False,HOSHIARPUR(SC),Punjab,15th Lok Sabha,21.5,19.0,19.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Harsimrat Kaur Badal,False,BHATINDA,Punjab,15th Lok Sabha,19.0,19.0,19.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Jyoti Mirdha,False,NAGAUR,Rajasthan,15th Lok Sabha,21.5,19.0,19.0,,,,2.65,0,0.0,0,0.0,0,0.1394736842105263,0,0.0,0,0.384,7.7,Low,Compliant within operational parameters
Bharat Ram Meghwal,False,GANGANAGAR(SC),Rajasthan,15th Lok Sabha,19.0,19.0,19.0,,,,0.84,0,0.0,0,0.0,0,0.04421052631578947,0,0.0,0,0.387,7.7,Low,Compliant within operational parameters
Arjun Ram Meghwal,False,BIKANER(SC),Rajasthan,15th Lok Sabha,21.5,19.0,19.0,,,,0.39,0,0.0,0,0.0,0,0.020526315789473684,0,0.0,0,0.379,7.6,Low,Compliant within operational parameters
Badri Ram Jakhar,False,PALI,Rajasthan,15th Lok Sabha,21.5,19.0,19.0,,,,0.81,0,0.0,0,0.0,0,0.04263157894736842,0,0.0,0,0.387,7.7,Low,Compliant within operational parameters
C. P. Joshi,False,BHILWARA,Rajasthan,15th Lok Sabha,21.5,19.0,19.0,,,,0.69,0,0.0,0,0.0,0,0.03631578947368421,0,0.0,0,0.383,7.7,Low,Compliant within operational parameters
Girija Vyas,False,CHITTORGARH,Rajasthan,15th Lok Sabha,19.0,19.0,19.0,,,,0.83,0,0.0,0,0.0,0,0.04368421052631579,0,0.0,0,0.387,7.7,Low,Compliant within operational parameters
Mahesh Joshi,False,JAIPUR,Rajasthan,15th Lok Sabha,21.5,19.0,19.0,,,,2.72,0,0.0,0,0.0,0,0.14315789473684212,0,0.0,0,0.385,7.7,Low,Compliant within operational parameters
Devji Mansingram Patel,False,JALORE,Rajasthan,15th Lok Sabha,21.5,19.0,19.0,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.345,6.9,Low,Compliant within operational parameters
Dushyant Singh,False,JHALAWAR-BARAN,Rajasthan,15th Lok Sabha,19.0,19.0,19.0,,,,2.64,0,0.0,0,0.0,0,0.13894736842105262,0,0.0,0,0.383,7.7,Low,Compliant within operational parameters
Ijyaraj Singh,False,KOTA,Rajasthan,15th Lok Sabha,21.5,19.0,19.0,,,,4.91,0,0.0,0,0.0,0,0.25842105263157894,0,0.0,0,0.446,8.9,Low,Compliant within operational parameters
